PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
"10303248","Al Hamriya","797.67","2026","742","2026-02-02 14:52:29","10303248","797.67","Land","Commercial"
"10303937","Al Thanyah First","2393.17","2026","1798","2026-04-07 09:40:24","10303937","2393.17","Land","Commercial"
"10321564","Al Nahda First","998.86","2026","1720","2026-04-01 09:17:05","10321564","998.86","Land","Commercial"
"10457425","Al Hebiah Fourth","1295.37","2026","602","2026-01-26 10:31:52","10457425","1295.37","Land","Land"
"10464061","Al Mamzer","1620.24","2026","1569","2026-03-23 10:36:32","10464061","1620.24","Land","Residential"
"10500000","Muhaisanah First","3678.96","2026","977","2026-02-11 13:16:11","10500000","3678.96","Land","Residential"
"10500830","Al Qusais Industrial Fifth","1219.45","2026","1878","2026-04-10 08:43:17","10500830","1219.45","Land","Commercial"
"10594993","Al Barshaa South Third","1514.32","2026","454","2026-01-19 09:49:37","10594993","1514.32","Land","Commercial"
"10656037","Al Khawaneej First","1767.82","2026","2130","2026-04-27 08:38:10","10656037","1767.82","Land","General Use"
"10663263","Al Nahda First","1042.79","2026","1957","2026-04-16 10:35:24","10663263","1042.79","Land","Commercial"
"10664388","Al Nahda First","1042.9","2026","1953","2026-04-16 10:26:08","10664388","1042.9","Land","Commercial"
"10664899","Al Nahda First","1042.95","2026","1954","2026-04-16 10:30:45","10664899","1042.95","Land","Commercial"
"10776541","Al Nahda First","1042.89","2026","1958","2026-04-16 10:36:29","10776541","1042.89","Land","Commercial"
"10776644","Al Nahda First","1042.9","2026","1960","2026-04-16 10:40:08","10776644","1042.9","Land","Commercial"
"10776644","Al Nahda First","1042.9","2026","1959","2026-04-16 10:39:57","10776644","1042.9","Land","Commercial"
"10776960","Al Nahda First","1042.95","2026","1469","2026-03-12 10:42:00","10776960","1042.95","Land","Commercial"
"10777161","Al Nahda First","1042.95","2026","1961","2026-04-16 10:43:07","10777161","1042.95","Land","Commercial"
"10856943","Jumeirah Second","1440.6","2026","689","2026-01-29 15:26:08","10856943","744.15","Land","Residential"
"10869957","Al Barshaa South Third","1553.62","2026","1094","2026-02-16 12:14:06","10869957","1553.62","Land","Commercial"
"10920426","Al Khawaneej First","1749.21","2026","2162","2026-04-28 07:19:53","10920426","1749.21","Land","General Use"
"10941526","Al Yelayiss 1","1694.17","2026","1460","2026-03-11 13:15:44","10941526","1694.17","Land","Villa"
"10999985","Jumeirah Second","464.52","2026","39","2026-01-05 08:24:20","10999985","929.03","Land","Residential"
"11000000","Al Thanyah Fifth","744.76","2026","1520","2026-03-16 12:12:15","11000000","744.76","Land","Commercial"
"11000000","Al Hebiah Fifth","640","2026","681","2026-01-29 10:07:48","11000000","640","Land","Residential"
"11000000","Al Thanyah Fifth","932.32","2026","543","2026-01-22 10:20:40","11000000","932.32","Land","Commercial"
"11000000","Al Suq Al Kabeer","364.28","2026","867","2026-02-06 11:15:20","11000000","364.28","Land","Commercial"
"11000000","Mirdif","1381.1","2026","1300","2026-02-26 11:44:28","11000000","1381.1","Land","Residential"
"11000000","Naif","269.6","2026","1338","2026-03-02 10:34:54","11000000","269.6","Land","Commercial"
"11031990","Al Goze First","3660.38","2026","1684","2026-03-31 08:49:32","11031990","3660.38","Land",""
"11094664","Al Mamzer","1472.47","2026","45","2026-01-05 10:29:08","11094664","1472.47","Land","General Use"
"11132537","Nad Al Hamar","1591.15","2026","301","2026-01-13 12:21:32","11132537","1591.15","Land","Commercial"
"11242194","Al Merkadh","696.29","2026","858","2026-02-06 09:01:23","11242194","696.29","Land","Residential"
"11320566","Mirdif","876.43","2026","1575","2026-03-23 13:08:13","11320566","876.43","Land","Residential Flats"
"11326798","Al Karama","701.52","2026","536","2026-01-21 16:12:51","11326798","701.53","Land","Commercial"
"11500000","Mirdif","1381","2026","105","2026-01-06 14:49:32","11500000","1381.1","Land","Residential"
"11501981","Al Buteen","237.46","2026","246","2026-01-12 09:16:07","11501981","237.46","Land","Commercial"
"11518449","Al Raffa","1189","2026","1465","2026-03-12 01:21:48","11518449","1189","Land",""
"11591278","Saih Shuaib 2","3076.76","2026","667","2026-01-28 16:05:40","11591278","3076.76","Land","Industrial"
"11609899","Al Mararr","599.22","2026","1833","2026-04-09 08:30:47","11609899","599.22","Land","Commercial"
"11883242","Al Nahda First","1149.99","2026","1722","2026-04-01 09:21:07","11883242","1149.99","Land","Commercial"
"11894949","Um Suqaim Second","1700.1","2026","43","2026-01-05 10:04:40","11894949","1700.12","Land","Residential"
"11999983","Mirdif","2787.09","2026","1241","2026-02-24 10:40:57","11999983","2787.09","Land","Residential"
"11999983","Mankhool","929.03","2026","1987","2026-04-17 09:56:35","11999983","929.03","Land","Commercial"
"11999983","Al Ttay","1858.06","2026","961","2026-02-11 11:41:29","11999983","1858.06","Land","Labor Camp"
"11999983","Al Karama","929.03","2026","862","2026-02-06 09:33:30","11999983","929.03","Land","Commercial"
"11999983","Al Ttay","1858.06","2026","963","2026-02-11 11:57:52","11999983","1858.06","Land","Labor Camp"
"11999983","Al Raffa","929.03","2026","687","2026-01-29 14:58:59","11999983","929.03","Land","Commercial"
"12000000","Al Khawaneej First","900.98","2026","238","2026-01-10 14:43:53","12000000","900.98","Land","Residential"
"12000000","Um Al Sheif","1114.84","2026","1497","2026-03-15 11:32:23","12000000","1114.84","Land","Residential"
"12000000","Al Safouh First","692.25","2026","1607","2026-03-24 13:49:04","12000000","692.25","Land","Commercial"
"12000000","Um Suqaim Second","1114.84","2026","1871","2026-04-09 15:19:08","12000000","1114.84","Land","Residential"
"12000000","Al Suq Al Kabeer","274.71","2023","2671","2026-01-13 11:20:48","12000000","274.71","Land","Commercial"
"12000000","Al Safouh First","759.09","2026","1606","2026-03-24 13:41:16","12000000","759.09","Land","Commercial"
"12000000","Lehbab Second","3716.12","2026","1202","2026-02-23 10:15:39","12000000","3716.12","Land","Petrol Station"
"12000000","Al Barsha Second","1811.76","2026","308","2026-01-13 14:23:13","12000000","1811.76","Land","Residential"
"12000000","Al Satwa","1379.89","2026","462","2026-01-19 10:53:56","12000000","1383.33","Land","Commercial"
"12000000","Um Suqaim Second","576.02","2026","637","2026-01-27 08:54:04","12000000","576.02","Land","Residential"
"12000000","Al Suq Al Kabeer","457.55","2026","372","2026-01-14 14:10:08","12000000","457.55","Land","Commercial"
"12000000","Dubai Investment Park Second","5717.29","2026","749","2026-02-02 15:44:27","12000000","5717","Land","Commercial"
"12000000","Al Thanayah Fourth","540.02","2026","518","2026-01-21 11:33:42","12000000","540.05","Land","Commercial"
"12067925","Jumeirah First","1601.64","2026","1457","2026-03-11 12:17:37","12067925","1601.64","Land","Residential"
"12175230","Jabal Ali Industrial First","7540.79","2026","1416","2026-03-09 10:23:15","12175230","7540.78","Land","Industrial"
"12202248","Al Raffa","1030.57","2026","1109","2026-02-16 15:45:41","12202248","1030.57","Land","Commercial"
"12315893","Al Thanyah Third","762.79","2026","1742","2026-04-02 08:13:28","12315893","762.79","Land","Residential"
"12470383","Al Nahda First","1206.81","2026","1721","2026-04-01 09:19:02","12470383","1206.81","Land","Commercial"
"12486877","Al Goze Fourth","1160.07","2026","957","2026-02-11 11:16:05","12486877","1160.07","Land","Land"
"12621130","Al Barshaa South Third","1737.1","2026","660","2026-01-28 10:11:00","12621130","1737.1","Land",""
"12672264","Wadi Al Safa 3","3550.81","2026","1410","2026-03-08 12:40:35","12672264","3924.31","Land","Residential"
"12730895","Al Murqabat","906.18","2026","1209","2026-02-23 12:49:20","12730895","909.8","Land","Commercial"
"12748747","Al Warqa First","1393.41","2026","1083","2026-02-16 10:13:50","12748747","1393.41","Land","Commercial"
"12776378","Al Warqa First","1396.43","2026","975","2026-02-11 12:26:41","12776378","1396.43","Land","Commercial"
"12799676","Um Suqaim Second","1189.13","2026","1378","2026-03-04 12:57:15","12799676","1189.13","Land","Residential"
"12895307","Dubai Investment Park Second","6827.7","2026","100","2026-01-06 13:48:47","12895307","14975.18","Land","Commercial"
"12916594","Al Merkadh","2999.98","2026","823","2026-02-05 10:15:28","12916594","2999.98","Land","Land"
"12999982","Al Muteena","929.03","2026","2176","2026-04-28 14:32:07","12999982","929.03","Land","Commercial"
"13000000","Mirdif","2717.41","2026","52","2026-01-05 12:04:46","13000000","2717.41","Land","Residential"
"13000000","Naif","401.06","2026","53","2026-01-05 12:07:31","13000000","401.06","Land","Commercial"
"13000000","Um Al Sheif","1393.55","2026","310","2026-01-13 14:32:22","13000000","1393.55","Land","Residential"
"13000000","Um Suqaim Third","1374.96","2026","941","2026-02-10 14:27:10","13000000","1374.96","Land","Residential"
"13000000","Al Warqa First","1402.74","2026","1503","2026-03-15 12:43:33","13000000","1402.74","Land",""
"13000000","Al Barsha Second","1393.55","2026","222","2026-01-09 10:01:41","13000000","1393.55","Land","Residential"
"13333673","Um Suqaim First","1238.74","2026","1252","2026-02-24 12:43:29","13333673","1238.74","Land","Residential"
"13345309","Al Barsha First","1127.11","2026","1948","2026-04-16 09:34:30","13345309","1127.11","Land",""
"13440371","Al Warqa First","1664.87","2026","245","2026-01-12 09:03:11","13440371","1664.87","Land","Government Housing"
"13507650","Jumeirah Second","1930.62","2026","848","2026-02-05 14:56:11","13507650","1930.62","Land","Residential"
"13744567","Jumeirah First","1647.64","2026","565","2026-01-23 10:00:45","13744567","1647.63","Land","Residential"
"13831181","Al Barshaa South Third","2141.6","2026","914","2026-02-10 08:09:22","13831181","2141.6","Land",""
"13851235","Marsa Dubai","1005.72","2026","1821","2026-04-08 12:19:40","13851234.92","1005.72","Unit","Flat"
"13857157","Marsa Dubai","1006.15","2026","1816","2026-04-08 11:22:21","13857157.08","1006.15","Unit","Flat"
"13890598","Um Suqaim Third","1720.64","2026","1781","2026-04-06 12:30:30","13890598","1720.64","Land",""
"13895881","Al Warsan First","2049.16","2026","2179","2026-04-28 15:11:06","13895881","2049.16","Land","Commercial"
"13936162","Al Nahda First","1296.69","2026","1468","2026-03-12 10:38:00","13936162","1296.69","Land","Commercial"
"14000000","Jumeirah Second","1040","2026","2183","2026-04-29 09:38:02","14000000","1040","Land","Residential"
"14000000","Al Safouh First","884.38","2026","1605","2026-03-24 13:27:57","14000000","884.38","Land","Commercial"
"14000000","Al Wasl","1374.96","2026","1311","2026-02-26 14:17:28","14000000","1374.96","Land","Residential"
"14000000","Lehbab First","29807.56","2026","803","2026-02-04 09:06:13","14000000","29807.59","Land","Agricultural"
"14000000","Al Ras","205.85","2026","505","2026-01-20 18:41:02","14000000","205.85","Land","Commercial"
"14000000","Al Qusais Industrial First","3350.1","2026","1087","2026-02-16 11:10:32","14000000","3350.1","Land","Industrial"
"14000000","Um Al Sheif","1374.96","2026","2060","2026-04-21 11:56:30","14000000","1374.96","Land","Residential"
"14000000","Al Barsha First","1235.24","2026","1802","2026-04-07 13:47:34","14000000","1235.24","Land",""
"14091120","Marsa Dubai","581.81","2026","743","2026-02-02 14:54:35","14091120.1","581.81","Unit","Flat"
"14123150","Abu Hail","7289.36","2026","665","2026-01-28 13:44:19","14123150","7289.36","Land","Commercial"
"14189350","Al Yelayiss 1","2636.47","2026","8","2026-01-02 09:35:45","14189350","2636.47","Land","Villa"
"14282974","Hor Al Anz","1474.37","2026","1543","2026-03-17 13:59:06","14282974","1474.37","Land","Residential"
"14299938","Mankhool","1021.93","2026","438","2026-01-16 10:46:47","14299938","1021.93","Land","Commercial"
"14339452","Al Yelayiss 1","2664.36","2026","281","2026-01-13 09:57:47","14339452","2664.36","Land","Villa"
"14359877","Um Al Sheif","1778.77","2026","1751","2026-04-02 13:13:44","14359877","1778.77","Land",""
"14435520","AL QUSAIS","2682.21","2026","560","2026-01-22 18:37:14","14435520","2682.21","Land","Commercial"
"14694984","Al Warsan First","1365.21","2026","165","2026-01-07 17:17:48","14694984","1365.21","Land","Commercial"
"14697696","Al Mamzer","2275.77","2026","1568","2026-03-23 10:31:24","14697696","2275.77","Land","General Use"
"14763711","Al Rowaiyah Second","5486.38","2026","828","2026-02-05 10:43:09","14763711","5486.38","Land",""
"14805600","Al Nahda First","1146.24","2026","1441","2026-03-10 11:17:58","14805600","1146.24","Land","Commercial"
"14985071","Al Hebiah Second","3164","2026","402","2026-01-15 09:51:23","14985071","3164","Land","Land"
"14998526","Al Warqa First","1393.41","2026","1687","2026-03-31 09:46:07","14998526","1393.41","Land","Commercial"
"14999979","Rega Al Buteen","929.03","2026","2054","2026-04-21 10:23:09","14999979","929.03","Land","Commercial"
"15000000","Al Hamriya","830.35","2026","1415","2026-03-09 10:00:57","15000000","830.35","Land","Commercial"
"15000000","Um Suqaim Third","771.75","2026","413","2026-01-15 14:04:42","15000000","771.75","Land","Residential"
"15000000","Al Manara","1392.77","2026","317","2026-01-13 15:02:44","15000000","1393.55","Land","Residential"
"15000000","Ras Al Khor Industrial Second","3716.12","2026","1088","2026-02-16 11:27:53","15000000","3716.12","Land","Industrial"
"15000000","Al Khawaneej First","1858.06","2026","516","2026-01-21 11:22:36","15000000","1858.06","Land","Residential"
"15000000","Al Mararr","371.43","2026","1628","2026-03-25 14:20:43","15000000","371.55","Land","Commercial"
"15000000","AL TWAR FIFTH","1598.5","2026","514","2026-01-21 10:50:54","15000000","1598.5","Land","Residential"
"15000000","Ras Al Khor Industrial First","3982.47","2026","2019","2026-04-20 09:07:10","15000000","3982.47","Land","Industrial"
"15000000","Jumeirah First","1616.51","2026","313","2026-01-13 14:45:45","15000000","1616.51","Land","Residential / Villas"
"15019989","Al Goze Industrial First","6977.02","2026","1867","2026-04-09 14:37:44","15019989","6977.02","Land","Industrial"
"15267296","Al Hebiah Second","3223.59","2026","427","2026-01-16 08:57:51","15267296","3223.59","Land","Land"
"15316771","AL TWAR FIFTH","1778.72","2026","500","2026-01-20 14:23:54","15316771","1778.72","Land","Commercial"
"15348378","Al Hebiah Second","3240.71","2026","382","2026-01-15 08:27:51","15348378","3240.71","Land","Land"
"15348615","Al Hebiah Second","3240.76","2026","428","2026-01-16 08:59:41","15348615","3240.76","Land","Land"
"15358656","Al Hebiah Second","3242.88","2026","392","2026-01-15 09:18:47","15358656","3242.88","Land","Land"
"15358845","Al Hebiah Second","3242.92","2026","426","2026-01-16 08:55:47","15358845","3242.92","Land","Land"
"15429669","Al Goze Industrial Second","4410.66","2026","697","2026-01-30 13:27:30","15429669","4410.66","Land","Industrial"
"15475367","Business Bay","1437.71","2026","1621","2026-03-25 10:05:16","15475367","1437.71","Land","Multi Store Parcking"
"15494582","Al Hebiah Second","3271.58","2026","401","2026-01-15 09:46:03","15494582","3271.58","Land","Land"
"15500000","Um Suqaim Second","692.13","2026","984","2026-02-11 15:05:13","15500000","1384.26","Land","Government Housing"
"15500000","Dubai Investment Park Second","3112","2026","160","2026-01-07 14:16:06","15500000","3112","Land","Commercial"
"15512816","Al Hebiah Second","3275.43","2026","424","2026-01-16 08:51:35","15512816","3275.43","Land","Land"
"15543432","Um Suqaim Third","2221.59","2026","892","2026-02-09 11:29:47","15543432","2221.59","Land",""
"15552248","Al Khabeesi","4128.15","2026","600","2026-01-26 10:06:07","15552248","4128.15","Land","Commercial"
"15600013","Trade Center First","1449.29","2026","947","2026-02-10 17:33:19","15600013","1449.29","Land","Industrial"
"15600034","Al Barsha First","1114.84","2026","553","2026-01-22 16:29:04","15600034","1114.84","Land","Commercial"
"15601294","Al Barsha First","1114.93","2026","805","2026-02-04 09:45:03","15601294","1114.93","Land","Commercial"
"15605360","Al Hebiah Second","3294.97","2026","425","2026-01-16 08:53:48","15605360","3294.97","Land","Land"
"15639990","Al Garhoud","3632.51","2026","776","2026-02-03 11:13:13","15639990","3632.51","Land","Residential / Villas"
"15658299","Jabal Ali First","2909.41","2026","1485","2026-03-13 10:14:51","15658299","2909.41","Land","Commercial"
"15752085","Al Mamzer","1626.02","2026","1474","2026-03-12 12:31:30","15752085","1626.02","Land","Commercial"
"15934748","Al Barsha First","1057.42","2026","1555","2026-03-23 10:49:40","15934748","1057.42","Land","Commercial"
"15999978","Jabal Ali Industrial First","1858.06","2026","972","2026-02-11 12:19:33","15999978","1858.06","Land","Labor Camp"
"16000000","Naif","349.5","2026","2086","2026-04-22 12:34:06","16000000","349.5","Land","Commercial"
"16000000","Al Hebiah Third","519","2026","285","2026-01-13 10:38:05","16000000","519","Land","Residential"
"16000000","Al Hamriya","782.34","2026","1057","2026-02-13 12:13:21","16000000","782.34","Land","Commercial"
"16000000","Dubai Investment Park First","2859","2026","1939","2026-04-15 08:56:03","16000000","2859","Land","Commercial"
"16000000","Al Mararr","342.16","2026","1092","2026-02-16 11:56:29","16000000","342.16","Land","Commercial"
"16000000","Um Suqaim First","418.62","2026","362","2026-01-14 12:23:24","16000000","418.66","Land","Residential"
"16000000","Al Karama","1386.76","2026","725","2026-02-02 11:57:45","16000000","1386.76","Land","Commercial"
"16048760","Al Bada","1490.98","2026","847","2026-02-05 14:35:22","16048760","1490.98","Land","Residential"
"16071967","Al Muteena","933.21","2026","1645","2026-03-26 11:56:25","16071967","933.21","Land","Commercial"
"16241627","Al Yelayiss 1","2514.83","2026","2051","2026-04-21 08:44:28","16241627","2514.83","Land","Residential"
"16309978","Al Goze Industrial Second","4329.28","2026","888","2026-02-09 10:40:41","16309978","4329.28","Land","Industrial"
"16399878","Al Manara","2344","2026","373","2026-01-14 16:07:37","16399878","2344","Land","Residential"
"16418112","Al Layan1","7626.47","2026","735","2026-02-02 13:29:22","16418112","7626.47","Land","Warehouse"
"16500036","Nad Al Shiba First","1393.55","2026","397","2026-01-15 09:35:55","16500036","1393.55","Land","Sports Club"
"16537489","Um Ramool","4389.67","2026","229","2026-01-09 11:00:27","16537489","4389.67","Land","Residential"
"16584920","Al Barshaa South Second","3668.55","2026","394","2026-01-15 09:23:03","16584920","3668.55","Land","Commercial"
"16676037","Jabal Ali Industrial First","3873.14","2026","911","2026-02-09 15:23:13","16676037","3873.14","Land","Labor Camp"
"16802459","Jumeirah First","2401.54","2026","151","2026-01-07 11:32:33","16802459","2401.54","Land","Residential"
"16844018","Al Barshaa South Third","2407.48","2026","1975","2026-04-17 00:27:48","16844018","2407.48","Land",""
"16869539","Hor Al Anz East","1741.37","2026","951","2026-02-11 08:01:42","16869539","1741.37","Land","Residential"
"17000000","Nad Al Hamar","1858","2026","92","2026-01-06 11:54:38","17000000","1858","Land",""
"17285962","Al Murqabat","1605.92","2026","1989","2026-04-17 10:16:16","17285962","1605.92","Land","Commercial"
"17360244","Al Garhoud","4608.06","2026","532","2026-01-21 14:52:38","17360244","4608.06","Land","Commercial"
"17498226","Al Barshaa South Second","4359.74","2026","389","2026-01-15 09:07:05","17498226","4278","Land","Commercial"
"17694560","Mankhool","1174.2","2026","1844","2026-04-09 10:30:47","17694560","1174.2","Land","Commercial"
"17759789","Al Satwa","1374.95","2026","1965","2026-04-16 11:56:51","17759789","1374.95","Land","Commercial / Offices / Residential"
"17798907","Al Barshaa South Second","3801.32","2026","387","2026-01-15 08:56:30","17798907","3801.32","Land","Commercial"
"17812059","Al Barshaa South Third","1504.36","2026","1602","2026-03-24 12:27:17","17812059","1504.36","Land","Residential"
"18000000","Jumeirah Third","899.39","2026","1635","2026-03-26 08:31:14","18000000","899.39","Land","Residential"
"18000000","Al Warsan First","1430.22","2026","1615","2026-03-25 08:11:49","18000000","1430.22","Land","Residential"
"18000000","Al Manara","1637.8","2026","616","2026-01-26 12:56:30","18000000","1635.74","Land","Residential"
"18000000","Jumeirah Third","910.45","2026","1919","2026-04-13 14:45:45","18000000","910.45","Land","Residential"
"18000000","Al Suq Al Kabeer","530.48","2026","1988","2026-04-17 09:57:48","18000000","530.48","Land","Commercial"
"18000039","Hor Al Anz","1393.55","2026","971","2026-02-11 12:17:31","18000039","1393.55","Land","Commercial"
"18000039","Um Al Sheif","1393.55","2026","816","2026-02-04 14:36:57","18000039","1393.55","Land",""
"18053269","Warsan Fourth","2541.22","2026","573","2026-01-23 10:33:11","18053269","2541.22","Land",""
"18236458","Al Barsha First","1210.16","2026","1451","2026-03-10 14:21:40","18236458","1210.16","Land","Commercial"
"18352369","Al Yelayiss 2","6819.97","2026","1782","2026-04-06 12:32:34","18352369","6819.97","Land","Residential"
"18424352","Al Barsha Third","4279.2","2026","1626","2026-03-25 13:43:48","18424352","4279.2","Land","Residential"
"18500000","Saih Shuaib 2","7100.41","2026","1027","2026-02-12 13:35:49","18500000","7100.41","Land","Industrial"
"18646024","Al Warsan Third","8661.36","2026","482","2026-01-20 10:40:42","18646024","8661.37","Land","Agricultural"
"18793124","Al Hamriya","1454.95","2026","1102","2026-02-16 14:07:25","18793124","1454.95","Land","Commercial"
"19000000","Ras Al Khor Industrial Second","4626.57","2026","2032","2026-04-20 11:13:53","19000000","4626.57","Land","Industrial"
"19000000","Mirdif","2204.67","2026","2178","2026-04-28 15:00:49","19000000","2204.67","Land","Residential"
"19185532","Al Muteena","1697.52","2026","259","2026-01-12 12:47:17","19185532","1697.52","Land","Commercial"
"19199956","Jumeirah Third","2229.67","2026","870","2026-02-06 11:28:44","19199956","2229.67","Land","Residential"
"19213562","Nad Al Shiba First","1428","2026","897","2026-02-09 12:35:03","19213562","1428","Land","Commercial"
"19214595","Madinat Hind 3","5950.32","2026","1516","2026-03-16 11:28:03","19214595","5950.32","Land","Residential"
"19239772","Al Satwa","1374.95","2026","2156","2026-04-27 13:16:32","19239772","1374.95","Land","Commercial / Offices / Residential"
"19318768","Al Warqa First","2991.29","2026","1896","2026-04-13 09:57:11","19318768","2991.29","Land","Commercial"
"19338961","Ras Al Khor Industrial Second","3593.3","2026","1459","2026-03-11 12:25:29","19338961","3593.3","Land","Industrial"
"19375020","Um Suqaim First","3000","2026","2012","2026-04-17 13:03:08","19375020","3000","Land",""
"19409543","Jabal Ali Industrial First","5548.33","2026","1728","2026-04-01 12:47:59","19409543","5548.33","Land","Warehouse"
"19532754","Al Nahda Second","3155.92","2026","1791","2026-04-06 19:03:23","19532754","3155.92","Land","Commercial"
"19649069","Wadi Al Safa 3","1825.46","2026","533","2026-01-21 15:35:53","19649069","1825.46","Land","Residential"
"19848197","Al Barshaa South Second","4968.33","2026","393","2026-01-15 09:20:05","19848197","4390.38","Land","Commercial"
"19860041","Jumeirah Third","1230.04","2026","15","2026-01-02 11:14:16","19860041","1230.04","Land","Residential"
"19891829","Wadi Al Safa 3","1400.01","2026","861","2026-02-06 09:30:39","19891829","1400.01","Land","Government Housing"
"19981824","Nad Al Shiba First","1427.98","2026","818","2026-02-04 15:18:18","19981824","1427.98","Land","General Use"
"19991404","Al Hamriya","3095.44","2026","983","2026-02-11 14:56:30","19991404","3095.44","Land","Commercial"
"20000000","Jumeirah Third","594.58","2026","1424","2026-03-09 14:09:26","20000000","594.58","Land","Commercial"
"20000000","Dubai Investment Park First","3667.53","2026","1662","2026-03-30 08:36:23","20000000","3667.53","Land","Commercial"
"20000000","Mirdif","2787.09","2026","1414","2026-03-09 09:59:27","20000000","2787.09","Land","Residential"
"20000000","Al Garhoud","2936","2026","159","2026-01-07 14:01:27","20000000","2936","Land","Residential"
"20000000","Jumeirah Third","594.58","2026","1423","2026-03-09 14:07:03","20000000","594.58","Land","Residential"
"20000000","Nad Al Shiba First","3700.88","2026","1272","2026-02-25 10:04:08","20000000","3697.54","Land","Residential"
"20000000","Wadi Al Safa 2","750","2026","2137","2026-04-27 08:52:13","20000000","750","Land",""
"20000000","Al Karama","825.26","2026","1911","2026-04-13 14:10:00","20000000","825.26","Land","Commercial"
"20000000","Al Manara","1532.9","2026","1502","2026-03-15 12:34:10","20000000","1532.9","Land","Residential"
"20004794","Al Qusais Industrial Fifth","4646.27","2026","526","2026-01-21 12:04:24","20004794","4646.27","Land","Industrial"
"20022275","Al Nahda First","1550.11","2026","1442","2026-03-10 11:32:59","20022275","1550.11","Land","Commercial"
"20048754","Al Hebiah Sixth","6208.64","2026","609","2026-01-26 12:07:13","20048754","6208.64","Land","Residential"
"20112993","Al Nahda Second","1868.56","2026","970","2026-02-11 12:16:48","20112993","1868.56","Land","Commercial"
"20614946","Al Manara","2735.99","2026","1747","2026-04-02 11:51:00","20614946","2735.99","Land","Residential"
"20633718","Wadi Al Safa 5","2255.22","2026","574","2026-01-23 10:35:04","20633718","2255.22","Land","Commercial"
"20737030","Al Barshaa South Second","3853.07","2026","395","2026-01-15 09:26:03","20737030","3853.07","Land","Commercial"
"20778821","Madinat Hind 3","7721.67","2026","1970","2026-04-16 13:54:12","20778821","7721.67","Land","Residential"
"20786329","Al Wasl","378.65","2026","1708","2026-03-31 20:04:42","20786329","378.65","Unit","Flat"
"20815230","Jumeirah First","1611.5","2026","1462","2026-03-11 22:56:17","20815230","1611.5","Land","Residential"
"20893414","Al Barshaa South Second","5206.5","2026","391","2026-01-15 09:16:30","20893414","4621.58","Land","Commercial"
"21000000","Um Al Sheif","1950.96","2026","1499","2026-03-15 11:56:39","21000000","1950.96","Land","Residential"
"21156819","Palm Jumeirah","952.65","2026","396","2026-01-15 09:32:41","21156818.97","952.65","Unit","Flat"
"21433454","Al Murqabat","1327.49","2026","1797","2026-04-07 09:13:28","21433454","1327.49","Land","Commercial"
"21439751","Al Merkadh","1327.88","2026","1435","2026-03-10 10:32:00","21439751","1327.88","Land","Residential"
"21447630","Wadi Al Safa 3","1660.46","2026","1432","2026-03-10 10:23:36","21447630","1660.46","Land","Residential"
"21469137","Um Suqaim Second","1994.55","2026","693","2026-01-30 09:12:03","21469137","1994.55","Land","Residential"
"21543004","Jumeirah Third","2668.55","2026","1757","2026-04-02 15:16:46","21543004","2668.55","Land","Residential"
"21796898","Me'Aisem First","2250","2026","1174","2026-02-19 13:07:10","21796898","2250","Land","Commercial"
"21941510","Madinat Al Mataar","5824.1","2026","1749","2026-04-02 12:05:28","21941510","5824.1","Land",""
"21945547","Al Raffa","2038.66","2026","148","2026-01-07 11:10:01","21945547","2038.81","Land","Commercial"
"21956741","Dubai Investment Park First","8159.4","2026","472","2026-01-19 17:12:14","21956741","8159.4","Land","Commercial"
"22000000","AL QUSAIS","959.69","2026","2177","2026-04-28 14:54:28","22000000","959.69","Land","Residential"
"22000000","Al Thanyah Fifth","931.08","2026","1565","2026-03-23 09:35:51","22000000","931.08","Land","Commercial"
"22000000","Burj Khalifa","321.31","2026","1190","2026-02-21 10:08:18","22000000","321.31","Unit","Hotel Apartment"
"22071635","Al Hamriya","1708.77","2026","924","2026-02-10 09:33:12","22071635","1708.77","Land","Commercial"
"22136735","Madinat Al Mataar","2937.96","2026","1627","2026-03-25 13:50:50","22136735","2937.96","Land","Airport"
"22174151","Wadi Al Safa 3","2575.06","2026","270","2026-01-12 15:22:28","22174151","2575.06","Land","Residential"
"22499048","Al Satwa","1161.24","2026","303","2026-01-13 12:49:44","22499048","1161.24","Land",""
"22500000","Jumeirah First","1395.03","2026","484","2026-01-20 11:44:45","22500000","1395.03","Land","Commercial"
"22680011","Um Suqaim First","1755.87","2026","417","2026-01-15 16:13:23","22680011","1755.87","Land","Residential"
"22865968","Al Suq Al Kabeer","1062.16","2026","1440","2026-03-10 11:04:04","22865968","1067.73","Land","Commercial"
"22889997","Al Barshaa South Second","5150.37","2026","390","2026-01-15 09:10:17","22889997","5063.22","Land","Commercial"
"23000000","Jumeirah First","2770.65","2026","314","2026-01-13 14:52:04","23000000","2770.65","Land","Residential"
"23000000","Naif","562.06","2026","2095","2026-04-22 13:05:25","23000000","562.06","Land","Commercial"
"23062482","Al Hebiah Second","4120.34","2026","423","2026-01-16 08:49:02","23062482","4120.34","Land","Land"
"23062594","Al Hebiah Second","4120.36","2026","429","2026-01-16 09:01:41","23062594","4120.36","Land","Land"
